Main_Topic,Unit,Topic_Title,Sub_Topic
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"HDFS (Hadoop Distributed File System): NameNode, DataNode, block replication, rack awareness"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"HDFS operations: hdfs dfs commands, file read/write path, data locality"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"MapReduce: map phase, shuffle and sort, reduce phase, combiners, partitioners"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"YARN (Yet Another Resource Negotiator): ResourceManager, NodeManager, ApplicationMaster"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.1 Hadoop Core Components,"Hadoop vs. Spark: performance comparison, when to use each"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Hive: SQL-on-Hadoop, HiveQL, partitioning, bucketing, ORC/Parquet formats, metastore"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache HBase: column-family NoSQL on HDFS, row keys, regions, compactions, HBase shell"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Pig: data flow scripting, Pig Latin, UDFs, use cases"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Sqoop: RDBMS to HDFS data transfer, import/export, incremental imports"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Flume: log collection and aggregation, sources, channels, sinks"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Oozie: workflow scheduler, coordinator, bundles for Hadoop jobs"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.2 Hadoop Ecosystem Tools,"Apache Zookeeper: distributed coordination, leader election, configuration management"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"Hadoop in the cloud: Amazon EMR, Google Dataproc, Azure HDInsight"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"Open table formats: Apache Iceberg, Delta Lake, Apache Hudi — ACID on data lakes"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"Apache Iceberg: schema evolution, hidden partitioning, time travel, catalog integration"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"Apache Hudi: upserts, incremental processing, compaction, record-level indexing"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"File formats deep dive: Parquet (columnar), ORC (optimized row columnar), Avro (row-based)"
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,Data lakehouse pattern: combining Hadoop data lake with warehouse capabilities
DATA PLATFORMS & VISUALIZATION,Module 93: Apache Hadoop Ecosystem,93.3 Modern Hadoop & Data Lake Formats,"Migration strategies: Hadoop on-premise to cloud-native (Databricks, Snowflake, BigQuery)"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.1 Data Visualization Principles,"Visualization theory: Edward Tufte principles, data-ink ratio, chartjunk avoidance"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.1 Data Visualization Principles,"Chart selection: bar, line, scatter, histogram, heatmap, treemap, Sankey, funnel — when to use each"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.1 Data Visualization Principles,"Color theory for data viz: sequential, diverging, categorical palettes, colorblind accessibility"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.1 Data Visualization Principles,"Dashboard design: layout principles, KPI placement, drill-down hierarchies, responsive design"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.1 Data Visualization Principles,"Storytelling with data: narrative structure, annotation, progressive disclosure"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Matplotlib: figures, axes, subplots, customization, publication-quality plots"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Seaborn: statistical visualization, pair plots, violin plots, heatmaps, FacetGrid"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Plotly: interactive charts, dash integration, 3D plots, animations, Plotly Express"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Altair: declarative visualization with Vega-Lite, interactive selections"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Bokeh: interactive web-based plots, streaming data, server applications"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.2 Python Visualization Libraries,"Folium/GeoPandas: geospatial visualization, choropleth maps, marker clusters"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Tableau Desktop: connecting data sources, worksheets, dashboards, stories"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Calculated fields: basic, table calculations, LOD (Level of Detail) expressions"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Visual analytics: filters, parameters, sets, groups, bins, reference lines"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Dashboard design: containers, device layouts, actions (filter, highlight, URL, parameter)"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Tableau Server/Cloud: publishing, permissions, subscriptions, data extracts vs. live connections"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.3 Tableau,"Tableau Prep: data preparation, cleaning, joins, unions, pivots"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"Power BI Desktop: data import, Power Query (M language), data modeling"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"DAX (Data Analysis Expressions): measures, calculated columns, CALCULATE, time intelligence"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"Relationships: star schema, snowflake schema, many-to-many, cross-filter direction"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"Visualizations: custom visuals, conditional formatting, drill-through, bookmarks, tooltips"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"Power BI Service: workspaces, dashboards, reports, dataflows, deployment pipelines"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.4 Power BI,"Row-level security (RLS), incremental refresh, composite models, DirectQuery vs. Import"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Looker/LookML: semantic modeling layer, explores, dimensions, measures, derived tables"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Apache Superset: open-source BI, SQL Lab, chart builder, dashboard templates"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Metabase: open-source analytics, question builder, embedding, pulse notifications"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Google Data Studio (Looker Studio): free BI tool, data connectors, community visualizations"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Grafana: operational dashboards, Prometheus integration, alerting, log exploration"
DATA PLATFORMS & VISUALIZATION,Module 94: Data Visualization & BI Tools,94.5 Other BI Tools & Self-Service Analytics,"Streamlit: Python-based data apps, rapid prototyping, ML model demos"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"React Native overview: cross-platform mobile development, bridge architecture, new architecture (Fabric, TurboModules)"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"Project setup: Expo CLI vs. React Native CLI, Expo Go, EAS Build"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"Core components: View, Text, Image, ScrollView, FlatList, SectionList, TouchableOpacity, Pressable"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"Styling: StyleSheet, Flexbox layout (column default), platform-specific styles"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"Navigation: React Navigation (Stack, Tab, Drawer), deep linking, navigation state"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.1 React Native Fundamentals,"State management: useState, useContext, Zustand, Redux Toolkit — same patterns as React web"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,"Device APIs: camera, geolocation, accelerometer, push notifications, biometrics"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,"Storage: AsyncStorage, MMKV, SQLite, Realm for local data persistence"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,"Networking: fetch API, Axios, WebSocket, offline-first with sync"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,"Animations: Animated API, Reanimated 2/3, gesture handling (react-native-gesture-handler)"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,Native modules: bridging native iOS (Swift/Obj-C) and Android (Kotlin/Java) code
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.2 Native Features & APIs,"Maps integration: react-native-maps, location tracking, geofencing"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"App architecture: feature-based folder structure, shared components, platform-specific code"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"Testing: Jest, React Native Testing Library, Detox for E2E, Appium"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"Performance: FlatList optimization, memo, lazy loading, Hermes JS engine, profiling"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"CI/CD: EAS Build, Fastlane, App Center, GitHub Actions for mobile"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"App Store deployment: iOS (App Store Connect, TestFlight), Android (Google Play Console, internal testing)"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"Over-the-air updates: EAS Update, CodePush for instant updates without store review"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 95: Mobile Development with React Native,95.3 Building & Deploying Mobile Apps,"Flutter overview: Dart language, widget tree, comparison with React Native"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"Postman: collections, environments, variables, pre-request scripts, test scripts, Newman CLI"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"Postman workflows: chaining requests, data-driven testing, mock servers, monitors"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"Insomnia: REST and GraphQL testing, environment management, plugins"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"curl: command-line HTTP requests, headers, authentication, verbose mode, scripting"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"httpie: human-friendly CLI HTTP client, JSON support, sessions, plugins"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.1 API Testing Tools,"REST Client (VS Code extension): .http files, inline request testing"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"API mocking: Mock Service Worker (MSW), WireMock, Mockoon, json-server"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"Contract testing: Pact (consumer-driven contracts), provider verification"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"OpenAPI/Swagger: API specification, code generation, validation, Swagger UI, Redoc"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"API documentation: Swagger, Redoc, Stoplight, readme.io, Mintlify"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"GraphQL testing: GraphQL Playground, Apollo Studio, Altair GraphQL Client"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.2 API Mocking & Contract Testing,"gRPC testing: grpcurl, BloomRPC, Postman gRPC support, Evans CLI"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Security testing: OWASP ZAP, Burp Suite (basics), SQL injection testing, XSS testing"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Authentication testing: JWT token validation, OAuth flow testing, API key rotation"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Rate limiting testing: verifying throttling behavior, retry logic testing"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Load testing: k6, Locust, Artillery, Apache JMeter — writing load test scripts"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Performance benchmarking: latency percentiles (p50, p95, p99), throughput, error rates"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 96: API Testing & Development Tools,96.3 API Security Testing & Performance,"Chaos testing for APIs: fault injection, network delay simulation, Toxiproxy"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 97: Web Scraping & Data Collection,97.1 Web Scraping Fundamentals,"Web scraping ethics: robots.txt, rate limiting, terms of service, legal considerations"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 97: Web Scraping & Data Collection,97.1 Web Scraping Fundamentals,"HTML parsing: understanding DOM structure, CSS selectors, XPath expressions"
EXTENDED FULL-STACK & PRACTICAL SKILLS,Module 97: Web Scraping & Data Collection,97.1 Web Scraping Fundamentals,"BeautifulSoup: parsing HTML/XML, find/find_all, navigating the tree, extracting data"
